sitename,city,state,country,notes,greenhouse,geometry,time_zone,soil,soilnotes
MAC Field Scanner Season 8 Range 3 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 3 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 4 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 5 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 6 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 7 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 8 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 7 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 8 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 8 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 9 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 9 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 10 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 10 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 11 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 11 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 12 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 12 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 13 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 13 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 14 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 14 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 15 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 15 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 16 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 9 Column 16 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 1 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 1 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 2 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 2 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 3 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 3 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 4 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 4 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 5 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 5 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 6 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 6 E,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 7 W,Maricopa,Arizona,USA,,,,,,
MAC Field Scanner Season 8 Range 10 Column 7 E,Maricopa,Arizona,USA,,,,,,
